Date,UnemploymentRate,ConsumerPriceIndex,FederalFundsRate,GrossDomesticProduct,ConsumerSentiment,RecessionIndicator,InflationRateYoY,GDPGrowthYoY,RealInterestRate,UnemploymentChange1M,UnemploymentChange3M,ConsumerSentimentMomentum3M,UnemploymentLag1,UnemploymentLag3,UnemploymentLag6,UnemploymentLag12,InflationLag3,FederalFundsLag3,GDPGrowthLag3,ConsumerSentimentLag3,InflationLag6,FederalFundsLag6,GDPGrowthLag6,ConsumerSentimentLag6,EconomicStressIndex,LaborMarketShock
1965-05-01,4.6,31.48,4.1,730.19,105.4,0,1.61,7.59,2.49,-0.2,-0.5,3.4,4.8,5.1,4.8,5.1,1.2,3.98,7.16,102.0,1.4,3.52,6.63,99.9,-0.54,0
1965-06-01,4.6,31.61,4.05,730.19,104.73,0,1.93,7.59,2.12,0.0,-0.1,1.6,4.6,4.7,5.0,5.2,1.2,4.05,7.16,103.13,1.2,3.85,6.63,100.6,-0.5,0
1965-07-01,4.4,31.58,4.09,749.32,104.07,0,1.81,8.28,2.28,-0.2,-0.4,-0.2,4.6,4.8,4.9,4.9,1.39,4.09,7.59,104.27,1.1,3.9,7.16,101.3,-0.55,0
1965-08-01,4.4,31.55,4.12,749.32,103.4,0,1.61,8.28,2.51,0.0,-0.2,-2.0,4.4,4.6,5.1,5.0,1.61,4.1,7.59,105.4,1.2,3.98,7.16,102.0,-0.57,0
1965-09-01,4.3,31.62,4.02,749.32,103.23,0,1.74,8.28,2.28,-0.1,-0.3,-1.5,4.4,4.6,4.7,5.1,1.93,4.05,7.59,104.73,1.2,4.05,7.16,103.13,-0.59,0
1965-10-01,4.2,31.65,4.08,771.86,103.07,0,1.7,10.69,2.38,-0.1,-0.2,-1.0,4.3,4.4,4.8,5.1,1.81,4.09,8.28,104.07,1.39,4.09,7.59,104.27,-0.61,0
1965-11-01,4.1,31.75,4.1,771.86,102.9,0,1.73,10.69,2.37,-0.1,-0.3,-0.5,4.2,4.4,4.6,4.8,1.61,4.12,8.28,103.4,1.61,4.1,7.59,105.4,-0.62,0
1965-12-01,4.0,31.85,4.32,771.86,101.93,0,1.92,10.69,2.4,-0.1,-0.3,-1.3,4.1,4.3,4.6,5.0,1.74,4.02,8.28,103.23,1.93,4.05,7.59,104.73,-0.6,0
1966-01-01,4.0,31.88,4.42,795.73,100.97,0,1.92,10.86,2.5,0.0,-0.2,-2.1,4.0,4.2,4.4,4.9,1.7,4.08,10.69,103.07,1.81,4.09,8.28,104.07,-0.59,0
1966-02-01,3.8,32.08,4.6,795.73,100.0,0,2.56,10.86,2.04,-0.2,-0.3,-2.9,4.0,4.1,4.4,5.1,1.73,4.1,10.69,102.9,1.61,4.12,8.28,103.4,-0.53,0
1966-03-01,3.8,32.18,4.66,795.73,98.57,0,2.78,10.86,1.88,0.0,-0.2,-3.37,3.8,4.0,4.3,4.7,1.92,4.32,10.69,101.93,1.74,4.02,8.28,103.23,-0.5,0
1966-04-01,3.8,32.28,4.67,804.98,97.13,0,2.87,10.24,1.8,0.0,-0.2,-3.83,3.8,4.0,4.2,4.8,1.92,4.42,10.86,100.97,1.7,4.08,10.69,103.07,-0.49,0
1966-05-01,3.9,32.35,4.9,804.98,95.7,0,2.76,10.24,2.14,0.1,0.1,-4.3,3.8,3.8,4.1,4.6,2.56,4.6,10.86,100.0,1.73,4.1,10.69,102.9,-0.46,0
1966-06-01,3.8,32.38,5.17,804.98,94.2,0,2.44,10.24,2.73,-0.1,0.0,-4.37,3.9,3.8,4.0,4.6,2.78,4.66,10.86,98.57,1.92,4.32,10.69,101.93,-0.49,0
1966-07-01,3.8,32.45,5.3,819.64,92.7,0,2.75,9.38,2.55,0.0,0.0,-4.43,3.8,3.8,4.0,4.4,2.87,4.67,10.24,97.13,1.92,4.42,10.86,100.97,-0.44,0
1966-08-01,3.8,32.65,5.53,819.64,91.2,0,3.49,9.38,2.04,0.0,-0.1,-4.5,3.8,3.9,3.8,4.4,2.76,4.9,10.24,95.7,2.56,4.6,10.86,100.0,-0.33,0
1966-09-01,3.7,32.75,5.4,819.64,90.23,0,3.57,9.38,1.83,-0.1,-0.1,-3.97,3.8,3.8,3.8,4.3,2.44,5.17,10.24,94.2,2.78,4.66,10.86,98.57,-0.35,0
1966-10-01,3.7,32.85,5.53,833.3,89.27,0,3.79,7.96,1.74,0.0,-0.1,-3.43,3.7,3.8,3.8,4.2,2.75,5.3,9.38,92.7,2.87,4.67,10.24,97.13,-0.32,0
1966-11-01,3.6,32.88,5.76,833.3,88.3,0,3.56,7.96,2.2,-0.1,-0.2,-2.9,3.7,3.8,3.9,4.1,3.49,5.53,9.38,91.2,2.76,4.9,10.24,95.7,-0.34,0
1966-12-01,3.8,32.92,5.4,833.3,90.23,0,3.36,7.96,2.04,0.2,0.1,0.0,3.6,3.7,3.8,4.0,3.57,5.4,9.38,90.23,2.44,5.17,10.24,94.2,-0.36,0
1967-01-01,3.9,32.9,4.94,844.17,92.17,0,3.2,6.09,1.74,0.1,0.2,2.9,3.8,3.7,3.8,4.0,3.79,5.53,7.96,89.27,2.75,5.3,9.38,92.7,-0.4,0
1967-02-01,3.8,33.0,5.0,844.17,94.1,0,2.87,6.09,2.13,-0.1,0.2,5.8,3.9,3.6,3.8,3.8,3.56,5.76,7.96,88.3,3.49,5.53,9.38,91.2,-0.46,0
1967-03-01,3.8,33.0,4.53,844.17,94.7,0,2.55,6.09,1.98,0.0,0.0,4.47,3.8,3.8,3.7,3.8,3.36,5.4,7.96,90.23,3.57,5.4,9.38,90.23,-0.54,0
1967-04-01,3.8,33.1,4.05,848.98,95.3,0,2.54,5.47,1.51,0.0,-0.1,3.13,3.8,3.9,3.7,3.8,3.2,4.94,6.09,92.17,3.79,5.53,7.96,89.27,-0.59,0
1967-05-01,3.8,33.1,3.94,848.98,95.9,0,2.32,5.47,1.62,0.0,0.0,1.8,3.8,3.8,3.6,3.9,2.87,5.0,6.09,94.1,3.56,5.76,7.96,88.3,-0.62,0
1967-06-01,3.9,33.3,3.98,848.98,96.27,0,2.84,5.47,1.14,0.1,0.1,1.57,3.8,3.8,3.8,3.8,2.55,4.53,6.09,94.7,3.36,5.4,7.96,90.23,-0.54,0
1967-07-01,3.8,33.4,3.79,865.23,96.63,0,2.93,5.56,0.86,-0.1,0.0,1.33,3.9,3.8,3.9,3.8,2.54,4.05,5.47,95.3,3.2,4.94,6.09,92.17,-0.56,0
1967-08-01,3.8,33.5,3.9,865.23,97.0,0,2.6,5.56,1.3,0.0,0.0,1.1,3.8,3.8,3.8,3.8,2.32,3.94,5.47,95.9,2.87,5.0,6.09,94.1,-0.59,0
1967-09-01,3.8,33.6,3.99,865.23,95.63,0,2.6,5.56,1.39,0.0,-0.1,-0.63,3.8,3.9,3.8,3.7,2.84,3.98,5.47,96.27,2.55,4.53,6.09,94.7,-0.59,0
1967-10-01,4.0,33.7,3.88,881.44,94.27,0,2.59,5.78,1.29,0.2,0.2,-2.37,3.8,3.8,3.8,3.7,2.93,3.79,5.56,96.63,2.54,4.05,5.47,95.3,-0.56,0
1967-11-01,3.9,33.9,4.13,881.44,92.9,0,3.1,5.78,1.03,-0.1,0.1,-4.1,4.0,3.8,3.8,3.6,2.6,3.9,5.56,97.0,2.32,3.94,5.47,95.9,-0.49,0
1967-12-01,3.8,34.0,4.51,881.44,94.33,0,3.28,5.78,1.23,-0.1,0.0,-1.3,3.9,3.8,3.9,3.8,2.6,3.99,5.56,95.63,2.84,3.98,5.47,96.27,-0.45,0
1968-01-01,3.7,34.1,4.61,909.39,95.77,0,3.65,7.73,0.96,-0.1,-0.3,1.5,3.8,4.0,3.8,3.9,2.59,3.88,5.78,94.27,2.93,3.79,5.56,96.63,-0.42,0
1968-02-01,3.8,34.2,4.71,909.39,97.2,0,3.64,7.73,1.07,0.1,-0.1,4.3,3.7,3.9,3.8,3.8,3.1,4.13,5.78,92.9,2.6,3.9,5.56,97.0,-0.39,0
1968-03-01,3.7,34.3,5.05,909.39,95.6,0,3.94,7.73,1.11,-0.1,-0.1,1.27,3.8,3.8,3.8,3.8,3.28,4.51,5.78,94.33,2.6,3.99,5.56,95.63,-0.34,0
1968-04-01,3.5,34.4,5.76,934.34,94.0,0,3.93,10.05,1.83,-0.2,-0.2,-1.77,3.7,3.7,4.0,3.8,3.65,4.61,7.73,95.77,2.59,3.88,5.78,94.27,-0.32,0
1968-05-01,3.5,34.5,6.12,934.34,92.4,0,4.23,10.05,1.89,0.0,-0.3,-4.8,3.5,3.8,3.9,3.8,3.64,4.71,7.73,97.2,3.1,4.13,5.78,92.9,-0.25,0
1968-06-01,3.7,34.7,6.07,934.34,92.4,0,4.2,10.05,1.87,0.2,0.0,-3.2,3.5,3.7,3.8,3.9,3.94,5.05,7.73,95.6,3.28,4.51,5.78,94.33,-0.21,0
1968-07-01,3.7,34.9,6.03,950.82,92.4,0,4.49,9.89,1.54,0.0,0.2,-1.6,3.7,3.5,3.7,3.8,3.93,5.76,10.05,94.0,3.65,4.61,7.73,95.77,-0.18,0
1968-08-01,3.5,35.0,6.03,950.82,92.4,0,4.48,9.89,1.55,-0.2,0.0,0.0,3.7,3.5,3.8,3.8,4.23,6.12,10.05,92.4,3.64,4.71,7.73,97.2,-0.22,0
1968-09-01,3.4,35.1,5.78,950.82,92.17,0,4.46,9.89,1.32,-0.1,-0.3,-0.23,3.5,3.7,3.7,3.8,4.2,6.07,10.05,92.4,3.94,5.05,7.73,95.6,-0.27,0
1968-10-01,3.4,35.3,5.91,968.03,91.93,0,4.75,9.82,1.16,0.0,-0.3,-0.47,3.4,3.7,3.5,4.0,4.49,6.03,9.89,92.4,3.93,5.76,10.05,94.0,-0.22,0
1968-11-01,3.4,35.4,5.82,968.03,91.7,0,4.42,9.82,1.4,0.0,-0.1,-0.7,3.4,3.5,3.5,3.9,4.48,6.03,9.89,92.4,4.23,6.12,10.05,92.4,-0.27,0
1968-12-01,3.4,35.6,6.02,968.03,93.87,0,4.71,9.82,1.31,0.0,0.0,1.7,3.4,3.4,3.7,3.8,4.46,5.78,9.89,92.17,4.2,6.07,10.05,92.4,-0.22,0
1969-01-01,3.4,35.7,6.3,993.34,96.03,0,4.69,9.23,1.61,0.0,0.0,4.1,3.4,3.4,3.7,3.7,4.75,5.91,9.82,91.93,4.49,6.03,9.89,92.4,-0.19,0
1969-02-01,3.4,35.8,6.61,993.34,98.2,0,4.68,9.23,1.93,0.0,0.0,6.5,3.4,3.4,3.5,3.8,4.42,5.82,9.82,91.7,4.48,6.03,9.89,92.4,-0.17,0
1969-03-01,3.4,36.1,6.79,993.34,95.97,0,5.25,9.23,1.54,0.0,0.0,2.1,3.4,3.4,3.4,3.7,4.71,6.02,9.82,93.87,4.46,5.78,9.89,92.17,-0.08,0
1969-04-01,3.4,36.3,7.41,1009.02,93.73,0,5.52,7.99,1.89,0.0,0.0,-2.3,3.4,3.4,3.4,3.5,4.69,6.3,9.23,96.03,4.75,5.91,9.82,91.93,0.01,0
1969-05-01,3.4,36.4,8.67,1009.02,91.5,0,5.51,7.99,3.16,0.0,0.0,-6.7,3.4,3.4,3.4,3.5,4.68,6.61,9.23,98.2,4.42,5.82,9.82,91.7,0.13,0
1969-06-01,3.5,36.6,8.9,1009.02,89.8,0,5.48,7.99,3.42,0.1,0.1,-6.17,3.4,3.4,3.4,3.7,5.25,6.79,9.23,95.97,4.71,6.02,9.82,93.87,0.17,0
1969-07-01,3.5,36.8,8.61,1029.96,88.1,0,5.44,8.32,3.17,0.0,0.1,-5.63,3.5,3.4,3.4,3.7,5.52,7.41,7.99,93.73,4.69,6.3,9.23,96.03,0.14,0
1969-08-01,3.5,36.9,9.19,1029.96,86.4,0,5.43,8.32,3.76,0.0,0.1,-5.1,3.5,3.4,3.4,3.5,5.51,8.67,7.99,91.5,4.68,6.61,9.23,98.2,0.19,0
1969-09-01,3.7,37.1,9.15,1029.96,84.17,0,5.7,8.32,3.45,0.2,0.2,-5.63,3.5,3.5,3.4,3.4,5.48,8.9,7.99,89.8,5.25,6.79,9.23,95.97,0.26,0
1969-10-01,3.7,37.3,9.0,1038.15,81.93,0,5.67,7.24,3.33,0.0,0.2,-6.17,3.7,3.5,3.4,3.4,5.44,8.61,8.32,88.1,5.52,7.41,7.99,93.73,0.24,0
1969-11-01,3.5,37.5,8.85,1038.15,79.7,0,5.93,7.24,2.92,-0.2,0.0,-6.7,3.7,3.5,3.4,3.4,5.43,9.19,8.32,86.4,5.51,8.67,7.99,91.5,0.22,0
1969-12-01,3.5,37.7,8.97,1038.15,79.17,0,5.9,7.24,3.07,0.0,-0.2,-5.0,3.5,3.7,3.5,3.4,5.7,9.15,8.32,84.17,5.48,8.9,7.99,89.8,0.23,0
1970-01-01,3.9,37.9,8.98,1051.2,78.63,1,6.16,5.83,2.82,0.4,0.2,-3.3,3.5,3.7,3.5,3.4,5.67,9.0,7.24,81.93,5.44,8.61,8.32,88.1,0.34,0
1970-02-01,4.2,38.1,8.98,1051.2,78.1,1,6.42,5.83,2.56,0.3,0.7,-1.6,3.9,3.5,3.5,3.4,5.93,8.85,7.24,79.7,5.43,9.19,8.32,86.4,0.43,1
1970-03-01,4.4,38.3,7.76,1051.2,77.2,1,6.09,5.83,1.67,0.2,0.9,-1.97,4.2,3.5,3.7,3.4,5.9,8.97,7.24,79.17,5.7,9.15,8.32,84.17,0.31,1
1970-04-01,4.6,38.5,8.1,1067.38,76.3,1,6.06,5.78,2.04,0.2,0.7,-2.33,4.4,3.9,3.7,3.4,6.16,8.98,5.83,78.63,5.67,9.0,7.24,81.93,0.38,1
1970-05-01,4.8,38.6,7.95,1067.38,75.4,1,6.04,5.78,1.91,0.2,0.6,-2.7,4.6,4.2,3.5,3.4,6.42,8.98,5.83,78.1,5.93,8.85,7.24,79.7,0.41,1
1970-06-01,4.9,38.8,7.61,1067.38,76.13,1,6.01,5.78,1.6,0.1,0.5,-1.07,4.8,4.4,3.5,3.5,6.09,7.76,5.83,77.2,5.9,8.97,7.24,79.17,0.39,1
1970-07-01,5.0,38.9,7.21,1086.06,76.87,1,5.71,5.45,1.5,0.1,0.4,0.57,4.9,4.6,3.9,3.5,6.06,8.1,5.78,76.3,6.16,8.98,5.83,78.63,0.33,0
1970-08-01,5.1,39.0,6.62,1086.06,77.6,1,5.69,5.45,0.93,0.1,0.3,2.2,5.0,4.8,4.2,3.5,6.04,7.95,5.78,75.4,6.42,8.98,5.83,78.1,0.3,0
1970-09-01,5.4,39.2,6.29,1086.06,75.87,1,5.66,5.45,0.63,0.3,0.5,-0.27,5.1,4.9,4.4,3.7,6.01,7.61,5.78,76.13,6.09,7.76,5.83,77.2,0.32,1
1970-10-01,5.5,39.4,6.2,1088.61,74.13,1,5.63,4.86,0.57,0.1,0.5,-2.73,5.4,5.0,4.6,3.7,5.71,7.21,5.45,76.87,6.06,8.1,5.78,76.3,0.33,1
1970-11-01,5.9,39.6,5.6,1088.61,72.4,1,5.6,4.86,-0.0,0.4,0.8,-5.2,5.5,5.1,4.8,3.5,5.69,6.62,5.45,77.6,6.04,7.95,5.78,75.4,0.35,1
1970-12-01,6.1,39.8,4.9,1088.61,74.3,0,5.57,4.86,-0.67,0.2,0.7,-1.57,5.9,5.4,4.9,3.5,5.66,6.29,5.45,75.87,6.01,7.61,5.78,76.13,0.32,1
1971-01-01,5.9,39.9,4.14,1135.16,76.2,0,5.28,7.99,-1.14,-0.2,0.4,2.07,6.1,5.5,5.0,3.9,5.63,6.2,4.86,74.13,5.71,7.21,5.45,76.87,0.17,0
1971-02-01,5.9,39.9,3.72,1135.16,78.1,0,4.72,7.99,-1.0,0.0,0.0,5.7,5.9,5.9,5.1,4.2,5.6,5.6,4.86,72.4,5.69,6.62,5.45,77.6,0.07,0
1971-03-01,6.0,40.0,3.71,1135.16,78.8,0,4.44,7.99,-0.73,0.1,-0.1,4.5,5.9,6.1,5.4,4.4,5.57,4.9,4.86,74.3,5.66,6.29,5.45,75.87,0.05,0
1971-04-01,5.9,40.1,4.16,1156.27,79.5,0,4.16,8.33,0.0,-0.1,0.0,3.3,6.0,5.9,5.5,4.6,5.28,4.14,7.99,76.2,5.63,6.2,4.86,74.13,0.04,0
1971-05-01,5.9,40.3,4.63,1156.27,80.2,0,4.4,8.33,0.23,0.0,0.0,2.1,5.9,5.9,5.9,4.8,4.72,3.72,7.99,78.1,5.6,5.6,4.86,72.4,0.11,0
1971-06-01,5.9,40.5,4.91,1156.27,80.83,0,4.38,8.33,0.53,0.0,-0.1,2.03,5.9,6.0,6.1,4.9,4.44,3.71,7.99,78.8,5.57,4.9,4.86,74.3,0.14,0
1971-07-01,6.0,40.6,5.31,1177.68,81.47,0,4.37,8.44,0.94,0.1,0.1,1.97,5.9,5.9,5.9,5.0,4.16,4.16,8.33,79.5,5.28,4.14,7.99,76.2,0.19,0
1971-08-01,6.1,40.7,5.57,1177.68,82.1,0,4.36,8.44,1.21,0.1,0.2,1.9,6.0,5.9,5.9,5.1,4.4,4.63,8.33,80.2,4.72,3.72,7.99,78.1,0.23,0
1971-09-01,6.0,40.8,5.55,1177.68,82.07,0,4.08,8.44,1.47,-0.1,0.1,1.23,6.1,5.9,6.0,5.4,4.38,4.91,8.33,80.83,4.44,3.71,7.99,78.8,0.18,0
1971-10-01,5.8,40.9,5.2,1190.3,82.03,0,3.81,9.34,1.39,-0.2,-0.2,0.57,6.0,6.0,5.9,5.5,4.37,5.31,8.44,81.47,4.16,4.16,8.33,79.5,0.07,0
1971-11-01,6.0,41.0,4.91,1190.3,82.0,0,3.54,9.34,1.37,0.2,-0.1,-0.1,5.8,6.1,5.9,5.9,4.36,5.57,8.44,82.1,4.4,4.63,8.33,80.2,0.05,0
1971-12-01,6.0,41.1,4.14,1190.3,85.6,0,3.27,9.34,0.87,0.0,0.0,3.53,6.0,6.0,5.9,6.1,4.08,5.55,8.44,82.07,4.38,4.91,8.33,80.83,-0.05,0
1972-01-01,5.8,41.2,3.51,1230.61,89.2,0,3.26,8.41,0.25,-0.2,0.0,7.17,6.0,5.8,6.0,5.9,3.81,5.2,9.34,82.03,4.37,5.31,8.44,81.47,-0.15,0
1972-02-01,5.7,41.4,3.3,1230.61,92.8,0,3.76,8.41,-0.46,-0.1,-0.3,10.8,5.8,6.0,6.1,5.9,3.54,4.91,9.34,82.0,4.36,5.57,8.44,82.1,-0.13,0
1972-03-01,5.8,41.4,3.83,1230.61,91.4,0,3.5,8.41,0.33,0.1,-0.2,5.8,5.7,6.0,6.0,6.0,3.27,4.14,9.34,85.6,4.08,5.55,8.44,82.07,-0.09,0
1972-04-01,5.7,41.5,4.17,1266.37,90.0,0,3.49,9.52,0.68,-0.1,-0.1,0.8,5.8,5.8,5.8,5.9,3.26,3.51,8.41,89.2,3.81,5.2,9.34,82.03,-0.08,0
1972-05-01,5.7,41.6,4.27,1266.37,88.6,0,3.23,9.52,1.04,0.0,0.0,-4.2,5.7,5.7,6.0,5.9,3.76,3.3,8.41,92.8,3.54,4.91,9.34,82.0,-0.1,0
1972-06-01,5.7,41.7,4.46,1266.37,90.8,0,2.96,9.52,1.5,0.0,-0.1,-0.6,5.7,5.8,6.0,5.9,3.5,3.83,8.41,91.4,3.27,4.14,9.34,85.6,-0.12,0
1972-07-01,5.6,41.8,4.55,1290.57,93.0,0,2.96,9.59,1.59,-0.1,-0.1,3.0,5.7,5.7,5.8,6.0,3.49,4.17,9.52,90.0,3.26,3.51,8.41,89.2,-0.13,0
1972-08-01,5.6,41.9,4.81,1290.57,95.2,0,2.95,9.59,1.86,0.0,-0.1,6.6,5.6,5.7,5.7,6.1,3.23,4.27,9.52,88.6,3.76,3.3,8.41,92.8,-0.11,0
1972-09-01,5.5,42.1,4.87,1290.57,93.7,0,3.19,9.59,1.68,-0.1,-0.2,2.9,5.6,5.7,5.8,6.0,2.96,4.46,9.52,90.8,3.5,3.83,8.41,91.4,-0.09,0
1972-10-01,5.6,42.2,5.05,1328.9,92.2,0,3.18,11.64,1.87,0.1,0.0,-0.8,5.5,5.6,5.7,5.8,2.96,4.55,9.59,93.0,3.49,4.17,9.52,90.0,-0.06,0
1972-11-01,5.3,42.4,5.06,1328.9,90.7,0,3.41,11.64,1.65,-0.3,-0.3,-4.5,5.6,5.6,5.7,6.0,2.95,4.81,9.59,95.2,3.23,4.27,9.52,88.6,-0.09,0
1972-12-01,5.2,42.5,5.33,1328.9,87.77,0,3.41,11.64,1.92,-0.1,-0.3,-5.93,5.3,5.5,5.7,6.0,3.19,4.87,9.59,93.7,2.96,4.46,9.52,90.8,-0.08,0
1973-01-01,4.9,42.7,5.94,1377.49,84.83,0,3.64,11.94,2.3,-0.3,-0.7,-7.37,5.2,5.6,5.6,5.8,3.18,5.05,11.64,92.2,2.96,4.55,9.59,93.0,-0.06,0
1973-02-01,5.0,43.0,6.58,1377.49,81.9,0,3.86,11.94,2.72,0.1,-0.3,-8.8,4.9,5.3,5.6,5.7,3.41,5.06,11.64,90.7,2.95,4.81,9.59,95.2,0.05,0
1973-03-01,4.9,43.4,7.09,1377.49,80.27,0,4.83,11.94,2.26,-0.1,-0.3,-7.5,5.0,5.2,5.5,5.8,3.41,5.33,11.64,87.77,3.19,4.87,9.59,93.7,0.2,0
1973-04-01,5.0,43.7,7.12,1413.89,78.63,0,5.3,11.65,1.82,0.1,0.1,-6.2,4.9,4.9,5.6,5.7,3.64,5.94,11.94,84.83,3.18,5.05,11.64,92.2,0.28,0
1973-05-01,4.9,43.9,7.84,1413.89,77.0,0,5.53,11.65,2.31,-0.1,-0.1,-4.9,5.0,5.0,5.3,5.7,3.86,6.58,11.94,81.9,3.41,5.06,11.64,90.7,0.35,0
1973-06-01,4.9,44.2,8.49,1413.89,75.33,0,6.0,11.65,2.49,0.0,0.0,-4.93,4.9,4.9,5.2,5.7,4.83,7.09,11.94,80.27,3.41,5.33,11.64,87.77,0.47,0
1973-07-01,4.8,44.2,10.4,1433.84,73.67,0,5.74,11.1,4.66,-0.1,-0.2,-4.97,4.9,5.0,4.9,5.6,5.3,7.12,11.65,78.63,3.64,5.94,11.94,84.83,0.6,0
1973-08-01,4.8,45.0,10.5,1433.84,72.0,0,7.4,11.1,3.1,0.0,-0.1,-5.0,4.8,4.9,5.0,5.6,5.53,7.84,11.65,77.0,3.86,6.58,11.94,81.9,0.81,0
1973-09-01,4.8,45.2,10.78,1433.84,73.5,0,7.36,11.1,3.42,0.0,-0.1,-1.83,4.8,4.9,4.9,5.5,6.0,8.49,11.65,75.33,4.83,7.09,11.94,80.27,0.83,0
1973-10-01,4.6,45.6,10.01,1476.29,75.0,0,8.06,11.09,1.95,-0.2,-0.2,1.33,4.8,4.8,5.0,5.6,5.74,10.4,11.1,73.67,5.3,7.12,11.65,78.63,0.8,0
1973-11-01,4.8,45.9,10.03,1476.29,76.5,0,8.25,11.09,1.78,0.2,0.0,4.5,4.6,4.8,4.9,5.3,7.4,10.5,11.1,72.0,5.53,7.84,11.65,77.0,0.87,0
1973-12-01,4.9,46.3,9.95,1476.29,71.6,1,8.94,11.09,1.01,0.1,0.1,-1.9,4.8,4.8,4.9,5.2,7.36,10.78,11.1,73.5,6.0,8.49,11.65,75.33,0.97,0
1974-01-01,5.1,46.8,9.65,1491.21,66.7,1,9.6,8.26,0.05,0.2,0.5,-8.3,4.9,4.6,4.8,4.9,8.06,10.01,11.09,75.0,5.74,10.4,11.1,73.67,1.06,1
1974-02-01,5.2,47.3,8.97,1491.21,61.8,1,10.0,8.26,-1.03,0.1,0.4,-14.7,5.1,4.8,4.8,5.0,8.25,10.03,11.09,76.5,7.4,10.5,11.1,72.0,1.06,0
1974-03-01,5.1,47.8,9.35,1491.21,65.23,1,10.14,8.26,-0.79,-0.1,0.2,-6.37,5.2,4.9,4.8,4.9,8.94,9.95,11.09,71.6,7.36,10.78,11.1,73.5,1.09,0
1974-04-01,5.1,48.1,10.51,1530.06,68.67,1,10.07,8.22,0.44,0.0,0.0,1.97,5.1,5.1,4.6,5.0,9.6,9.65,8.26,66.7,8.06,10.01,11.09,75.0,1.19,0
1974-05-01,5.1,48.6,11.31,1530.06,72.1,1,10.71,8.22,0.6,0.0,-0.1,10.3,5.1,5.2,4.8,4.9,10.0,8.97,8.26,61.8,8.25,10.03,11.09,76.5,1.35,0
1974-06-01,5.4,49.0,11.93,1530.06,69.53,1,10.86,8.22,1.07,0.3,0.3,4.3,5.1,5.1,4.9,4.9,10.14,9.35,8.26,65.23,8.94,9.95,11.09,71.6,1.48,0
1974-07-01,5.5,49.3,12.92,1560.03,66.97,1,11.54,8.8,1.38,0.1,0.4,-1.7,5.4,5.1,5.1,4.8,10.07,10.51,8.22,68.67,9.6,9.65,8.26,66.7,1.68,0
1974-08-01,5.5,49.9,12.01,1560.03,64.4,1,10.89,8.8,1.12,0.0,0.4,-7.7,5.5,5.1,5.2,4.8,10.71,11.31,8.22,72.1,10.0,8.97,8.26,61.8,1.52,0
1974-09-01,5.9,50.6,11.34,1560.03,62.77,1,11.95,8.8,-0.61,0.4,0.5,-6.77,5.5,5.4,5.1,4.8,10.86,11.93,8.22,69.53,10.14,9.35,8.26,65.23,1.66,1
1974-10-01,6.0,51.0,10.06,1599.68,61.13,1,11.84,8.36,-1.78,0.1,0.5,-5.83,5.9,5.5,5.1,4.6,11.54,12.92,8.8,66.97,10.07,10.51,8.22,68.67,1.55,1
1974-11-01,6.6,51.5,9.45,1599.68,59.5,1,12.2,8.36,-2.75,0.6,1.1,-4.9,6.0,5.5,5.1,4.8,10.89,12.01,8.8,64.4,10.71,11.31,8.22,72.1,1.65,1
1974-12-01,7.2,51.9,8.53,1599.68,58.87,1,12.1,8.36,-3.57,0.6,1.3,-3.9,6.6,5.9,5.4,4.9,11.95,11.34,8.8,62.77,10.86,11.93,8.22,69.53,1.67,1
1975-01-01,8.1,52.3,7.13,1616.12,58.23,1,11.75,8.38,-4.62,0.9,2.1,-2.9,7.2,6.0,5.5,5.1,11.84,10.06,8.36,61.13,11.54,12.92,8.8,66.97,1.68,1
1975-02-01,8.1,52.6,6.24,1616.12,57.6,1,11.21,8.38,-4.97,0.0,1.5,-1.9,8.1,6.6,5.5,5.2,12.2,9.45,8.36,59.5,10.89,12.01,8.8,64.4,1.53,1
1975-03-01,8.6,52.8,5.54,1616.12,62.67,1,10.46,8.38,-4.92,0.5,1.4,3.8,8.1,7.2,5.9,5.1,12.1,8.53,8.36,58.87,11.95,11.34,8.8,62.77,1.47,1
1975-04-01,8.8,53.0,5.49,1651.85,67.73,0,10.19,7.96,-4.7,0.2,0.7,9.5,8.6,8.1,6.0,5.1,11.75,7.13,8.38,58.23,11.84,10.06,8.36,61.13,1.47,1
1975-05-01,9.0,53.1,5.22,1651.85,72.8,0,9.26,7.96,-4.04,0.2,0.9,15.2,8.8,8.1,6.6,5.1,11.21,6.24,8.38,57.6,12.2,9.45,8.36,59.5,1.37,1
1975-06-01,8.8,53.5,5.55,1651.85,73.77,0,9.18,7.96,-3.63,-0.2,0.2,11.1,9.0,8.6,7.2,5.4,10.46,5.54,8.38,62.67,12.1,8.53,8.36,58.87,1.36,0
1975-07-01,8.6,54.0,6.1,1709.82,74.73,0,9.53,9.6,-3.43,-0.2,-0.2,7.0,8.8,8.8,8.1,5.5,10.19,5.49,7.96,67.73,11.75,7.13,8.38,58.23,1.41,0
1975-08-01,8.4,54.2,6.14,1709.82,75.7,0,8.62,9.6,-2.48,-0.2,-0.6,2.9,8.6,9.0,8.1,5.5,9.26,5.22,7.96,72.8,11.21,6.24,8.38,57.6,1.26,0
1975-09-01,8.4,54.6,6.24,1709.82,75.67,0,7.91,9.6,-1.67,0.0,-0.4,1.9,8.4,8.8,8.6,5.9,9.18,5.55,7.96,73.77,10.46,5.54,8.38,62.67,1.19,0
