Date,UnemploymentRate,ConsumerPriceIndex,FederalFundsRate,GrossDomesticProduct,ConsumerSentiment,RecessionIndicator,InflationRateYoY,GDPGrowthYoY,RealInterestRate,UnemploymentChange1M,UnemploymentChange3M,ConsumerSentimentMomentum3M,UnemploymentLag1,UnemploymentLag3,UnemploymentLag6,UnemploymentLag12,InflationLag3,FederalFundsLag3,GDPGrowthLag3,ConsumerSentimentLag3,InflationLag6,FederalFundsLag6,GDPGrowthLag6,ConsumerSentimentLag6,EconomicStressIndex,LaborMarketShock
2023-08-01,3.7,306.08,5.33,28074.85,69.4,0,3.72,6.6,1.61,0.2,0.1,10.4,3.5,3.6,3.6,3.6,4.13,5.06,6.45,59.0,5.96,4.57,7.79,66.9,-0.34,0
2023-09-01,3.7,307.28,5.33,28074.85,67.8,0,3.69,6.6,1.64,0.0,0.1,3.6,3.7,3.6,3.5,3.5,3.07,5.08,6.45,64.2,4.92,4.65,7.79,62.0,-0.35,0
2023-10-01,3.9,307.7,5.33,28424.72,63.8,0,3.25,6.18,2.08,0.2,0.4,-7.7,3.7,3.5,3.4,3.6,3.29,5.12,6.6,71.5,4.95,4.83,6.45,63.7,-0.36,0
2023-11-01,3.7,308.15,5.33,28424.72,61.3,0,3.13,6.18,2.2,-0.2,0.0,-8.1,3.9,3.7,3.6,3.6,3.72,5.33,6.6,69.4,4.13,5.06,6.45,59.0,-0.41,0
2023-12-01,3.8,308.74,5.33,28424.72,69.7,0,3.32,6.18,2.01,0.1,0.1,1.9,3.7,3.7,3.6,3.5,3.69,5.33,6.6,67.8,3.07,5.08,6.45,64.2,-0.37,0
2024-01-01,3.7,309.7,5.33,28708.16,79.0,0,3.09,5.48,2.24,-0.1,-0.2,15.2,3.8,3.9,3.5,3.5,3.25,5.33,6.18,63.8,3.29,5.12,6.6,71.5,-0.42,0
2024-02-01,3.9,310.97,5.33,28708.16,76.9,0,3.16,5.48,2.17,0.2,0.2,15.6,3.7,3.7,3.7,3.6,3.13,5.33,6.18,61.3,3.72,5.33,6.6,69.4,-0.37,0
2024-03-01,3.9,312.35,5.33,28708.16,79.4,0,3.49,5.48,1.84,0.0,0.1,9.7,3.9,3.8,3.7,3.5,3.32,5.33,6.18,69.7,3.69,5.33,6.6,67.8,-0.33,0
2024-04-01,3.9,313.02,5.33,29147.04,77.2,0,3.36,5.87,1.97,0.0,0.2,-1.8,3.9,3.7,3.9,3.4,3.09,5.33,5.48,79.0,3.25,5.33,6.18,63.8,-0.35,0
2024-05-01,3.9,313.18,5.33,29147.04,69.1,0,3.24,5.87,2.09,0.0,0.0,-7.8,3.9,3.9,3.7,3.6,3.16,5.33,5.48,76.9,3.13,5.33,6.18,61.3,-0.36,0
2024-06-01,4.1,313.04,5.33,29147.04,68.2,0,2.97,5.87,2.36,0.2,0.2,-11.2,3.9,3.9,3.8,3.6,3.49,5.33,5.48,79.4,3.32,5.33,6.18,69.7,-0.35,0
2024-07-01,4.2,313.57,5.33,29511.66,66.4,0,2.94,5.12,2.39,0.1,0.3,-10.8,4.1,3.9,3.7,3.5,3.36,5.33,5.87,77.2,3.09,5.33,5.48,79.0,-0.34,0
2024-08-01,4.2,314.06,5.33,29511.66,67.9,0,2.61,5.12,2.72,0.0,0.3,-1.2,4.2,3.9,3.9,3.7,3.24,5.33,5.87,69.1,3.16,5.33,5.48,76.9,-0.38,0
2024-09-01,4.1,314.73,5.13,29511.66,70.1,0,2.43,5.12,2.7,-0.1,0.0,1.9,4.2,4.1,3.9,3.7,2.97,5.33,5.87,68.2,3.49,5.33,5.48,79.4,-0.44,0
2024-10-01,4.1,315.63,4.83,29825.18,70.5,0,2.58,4.93,2.25,0.0,-0.1,4.1,4.1,4.2,3.9,3.9,2.94,5.33,5.12,66.4,3.36,5.33,5.87,77.2,-0.45,0
2024-11-01,4.2,316.53,4.64,29825.18,71.8,0,2.72,4.93,1.92,0.1,0.0,3.9,4.1,4.2,3.9,3.7,2.61,5.33,5.12,67.9,3.24,5.33,5.87,69.1,-0.43,0
2024-12-01,4.1,317.6,4.48,29825.18,74.0,0,2.87,4.93,1.61,-0.1,0.0,3.9,4.2,4.1,4.1,3.8,2.43,5.13,5.12,70.1,2.97,5.33,5.87,68.2,-0.45,0
2025-01-01,4.0,318.96,4.33,30042.11,71.7,0,2.99,4.65,1.34,-0.1,-0.1,1.2,4.1,4.1,4.2,3.7,2.58,4.83,4.93,70.5,2.94,5.33,5.12,66.4,-0.47,0
2025-02-01,4.2,319.68,4.33,30042.11,64.7,0,2.8,4.65,1.53,0.2,0.0,-7.1,4.0,4.2,4.2,3.9,2.72,4.64,4.93,71.8,2.61,5.33,5.12,67.9,-0.45,0
2025-03-01,4.2,319.79,4.33,30042.11,57.0,0,2.38,4.65,1.95,0.0,0.1,-17.0,4.2,4.1,4.1,3.9,2.87,4.48,4.93,74.0,2.43,5.13,5.12,70.1,-0.5,0
2025-04-01,4.2,320.3,4.33,30485.73,52.2,0,2.33,4.59,2.0,0.0,0.2,-19.5,4.2,4.0,4.1,3.9,2.99,4.33,4.65,71.7,2.58,4.83,4.93,70.5,-0.51,0
2025-05-01,4.3,320.62,4.33,30485.73,52.2,0,2.38,4.59,1.95,0.1,0.1,-12.5,4.2,4.2,4.2,3.9,2.8,4.33,4.65,64.7,2.72,4.64,4.93,71.8,-0.48,0
2025-06-01,4.1,321.44,4.33,30485.73,60.7,0,2.68,4.59,1.65,-0.2,-0.1,3.7,4.3,4.2,4.1,4.1,2.38,4.33,4.65,57.0,2.87,4.48,4.93,74.0,-0.48,0
2025-07-01,4.3,322.17,4.33,31098.03,61.7,0,2.74,5.38,1.59,0.2,0.1,9.5,4.1,4.2,4.0,4.2,2.33,4.33,4.59,52.2,2.99,4.33,4.65,71.7,-0.44,0
2025-08-01,4.3,323.29,4.33,31098.03,58.2,0,2.94,5.38,1.39,0.0,0.0,6.0,4.3,4.3,4.2,4.2,2.38,4.33,4.59,52.2,2.8,4.33,4.65,64.7,-0.41,0
2025-09-01,4.4,324.24,4.22,31098.03,55.1,0,3.02,5.38,1.2,0.1,0.3,-5.6,4.3,4.1,4.2,4.1,2.68,4.33,4.59,60.7,2.38,4.33,4.65,57.0,-0.39,0
2025-10-01,4.45,324.65,4.09,31422.53,53.6,0,2.86,5.36,1.23,0.05,0.15,-8.1,4.4,4.3,4.2,4.1,2.74,4.33,5.38,61.7,2.33,4.33,4.59,52.2,-0.42,0
2025-11-01,4.5,325.06,3.88,31422.53,51.0,0,2.7,5.36,1.18,0.05,0.2,-7.2,4.45,4.3,4.3,4.2,2.94,4.33,5.38,58.2,2.38,4.33,4.59,52.2,-0.44,0
2025-12-01,4.4,326.03,3.72,31422.53,52.9,0,2.65,5.36,1.07,-0.1,0.0,-2.2,4.5,4.4,4.1,4.1,3.02,4.22,5.38,55.1,2.68,4.33,4.59,60.7,-0.48,0
2026-01-01,4.3,326.59,3.64,31819.46,56.4,0,2.39,5.92,1.25,-0.1,-0.15,2.8,4.4,4.45,4.3,4.0,2.86,4.09,5.36,53.6,2.74,4.33,5.38,61.7,-0.54,0
2026-02-01,4.4,327.46,3.64,,56.6,0,2.43,,1.21,0.1,-0.1,5.6,4.3,4.5,4.3,4.2,2.7,3.88,5.36,51.0,2.94,4.33,5.38,58.2,-0.52,0
2026-03-01,4.3,330.29,3.64,,53.3,0,3.29,,0.35,-0.1,-0.1,0.4,4.4,4.4,4.4,4.2,2.65,3.72,5.36,52.9,3.02,4.22,5.38,55.1,-0.44,0
2026-04-01,4.3,332.41,3.64,,49.8,0,3.78,,-0.14,0.0,0.0,-6.6,4.3,4.3,4.45,4.2,2.39,3.64,5.92,56.4,2.86,4.09,5.36,53.6,-0.38,0
